2021-07-01T14:37:50,2021-07-01T14:48:14,064,Tyynenmerenkatu,026,Kamppi (M),1860,619
2021-07-01T14:37:50,2021-07-01T15:04:21,029,Baana,037,Töölönkatu,2335,1590
2021-07-01T14:37:48,2021-07-01T14:49:12,203,Opastinsilta,020,Kaisaniemenpuisto,3161,680
2021-07-01T14:37:38,2021-07-01T14:53:24,126,Kalasatama (M),140,Verkatehtaanpuisto,3564,944
2021-07-01T14:37:34,2021-07-01T15:04:30,029,Baana,037,Töölönkatu,2336,1611
2021-07-01T14:37:33,2021-07-01T14:39:53,293,Korkeasaari,124,Isoisänsilta,359,135
2021-07-01T14:37:33,2021-07-01T14:43:27,120,Mäkelänkatu,137,Arabian kauppakeskus,1584,350
2021-07-01T14:37:33,2021-07-01T14:47:42,041,Ympyrätalo,009,Erottajan aukio,2121,605
2021-07-01T14:37:32,2021-07-01T15:03:27,240,Viikin normaalikoulu,124,Isoisänsilta,7291,1551
2021-07-01T14:37:31,2021-07-01T14:57:19,239,Viikin tiedepuisto,134,Haukilahdenkatu,4649,1186
2021-07-01T14:37:29,2021-07-01T14:41:02,355,Halmetie,361,Huhtakuja,651,212
2021-07-01T14:37:25,2021-07-01T14:46:52,137,Arabian kauppakeskus,127,Teurastamo,1801,562
2021-07-01T14:37:23,2021-07-01T14:55:04,071,Hietaniemenkatu,074,Rajasaarentie,2932,1057
2021-07-01T14:37:14,2021-07-01T14:37:37,064,Tyynenmerenkatu,064,Tyynenmerenkatu,0,19
2021-07-01T14:37:13,2021-07-01T14:53:45,121,Vilhonvuorenkatu,066,Ehrenströmintie,0,988
2021-07-01T14:37:13,2021-07-01T14:47:32,038,Töölöntori,024,Mannerheimintie,1872,614
2021-07-01T14:37:05,2021-07-01T14:47:38,025,Narinkka,071,Hietaniemenkatu,1964,629
2021-07-01T14:37:03,2021-07-01T14:55:00,071,Hietaniemenkatu,074,Rajasaarentie,2932,1072
2021-07-01T14:37:00,2021-07-01T14:45:05,012,Kanavaranta,041,Ympyrätalo,1899,482
2021-07-01T14:36:58,2021-07-01T14:48:11,121,Vilhonvuorenkatu,137,Arabian kauppakeskus,2530,669
2021-07-01T14:36:57,2021-07-01T14:42:51,131,Elimäenkatu,142,Koskelantie,1588,353
2021-07-01T14:36:56,2021-07-01T14:41:23,250,Reiherintie,405,Jollas,969,263
2021-07-01T14:36:49,2021-07-01T14:48:30,116,Linnanmäki,088,Kiskontie,2546,697
2021-07-01T14:36:43,2021-07-01T14:39:25,045,Brahen kenttä,087,Kustaankatu,402,139
2021-07-01T14:36:42,2021-07-01T14:57:03,053,Heikkiläntie,022,Rautatientori / länsi,4637,1220
2021-07-01T14:36:41,2021-07-01T14:54:56,069,Kalevankatu,007,Designmuseo,1429,1091
2021-07-01T14:36:38,2021-07-01T14:40:26,344,Puistolan asema,346,Maatullinkuja,628,216
2021-07-01T14:36:37,2021-07-01T14:43:16,549,Maarinranta,547,Jämeräntaival,1847,399
